fsq_id,name,popularity,price,rating,total_photos,total_ratings,total_tips
59020f656a8d8658d39ea063,Pacific Coffee Roasters,0.9710777467411544,1.0,6.9,14.0,17.0,3.0
4d1d077f16cfb60c98a33b61,A&W Restaurant,0.912709497206704,1.0,7.0,39.0,22.0,1.0
57cf2e7f498eef8d7dedcbd5,Gong Cha,0.7938198324022346,,6.4,21.0,18.0,4.0
4b27ee1bf964a5207c8c24e3,Tim Hortons,0.9868676288019864,1.0,6.2,102.0,130.0,31.0
4aa8033ef964a520b64e20e3,Crepes & Gelato,0.2279445996275605,,,,,
57e5bd57498e440474bdb7d3,Wasabi sushi n noodle,0.5730524518932341,2.0,,,,
5d0941151af852002cfb3804,Sushi Sonoya,0.0818590937306021,2.0,,,,
4c0ff6fdb93cc9b6e6fe55e0,Amore Pizza,0.7994840161390441,1.0,,,,
5a56723ea8eb600dbaa24cde,Sushi Bros,0.883399286157666,2.0,,,,
632e71f5738d032eea3dc570,Pelicana Chicken,0.3625659528243327,1.0,,,,
5d2d43617226a500249d4e61,Big G Fried Chicken,0.8970941961514587,1.0,,,,
59606cbb9be5224b9b1b06c3,Gelato Express N2,0.962503879577902,,,,,
54aef2a3498eb5e74ac7814e,Mediterranean Greens Salad Bar,0.8298417132216015,2.0,,,,
58be34c289151d19bbcd29c2,Hendricks Resto Lounge,0.9246198013656114,3.0,5.0,9.0,8.0,2.0
a9997b53d39d44d7c76cb2c7,Wasabi,,,,,,
14ad000034231ef9c3cd2683,Pizza Pizza,,,,,,
4b0a070bd6804a97ffedff9b,Yogen Fruz,,,,,,
e4450302b5f246d54c106e73,Orange Julius,,,,,,
0f0fba0dd00f4edd706704ab,Booster Juice,,,,,,
4c35136fed37a593e0027003,3rd Beach,0.994713607499412,1.0,,,,
4abaacfff964a5206a8220e3,Wilder Snail,0.9454531346989448,1.0,6.8,38.0,22.0,14.0
4aa7350bf964a520464c20e3,Havana,0.9763927684667908,2.0,8.7,234.0,320.0,59.0
502ef97ce4b047ef9a41d5aa,Absinthe Bistro,0.8066224394785847,3.0,7.8,14.0,9.0,6.0
4aa9b6fbf964a520fe5420e3,Fets Whisky Kitchen,0.9337756052141528,2.0,8.1,96.0,84.0,18.0
4f8e0f4ce4b018d8f5fde367,Famoso Neapolitan Pizzeria,0.916298106765984,2.0,7.7,130.0,86.0,30.0
